,Notes,State,State Code,Year,Year Code,Cause of death,Cause of death Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate
5739,,New Jersey,34.0,2019.0,2019.0,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,85+ years,85+,12.0,203104.0,Unreliable
5740,,New Jersey,34.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,65-74 years,65-74,294.0,832866.0,35.3
5741,,New Jersey,34.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,75-84 years,75-84,258.0,439565.0,58.7
5742,,New Jersey,34.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,85+ years,85+,228.0,203104.0,112.3
5743,,New Jersey,34.0,2019.0,2019.0,"Vulva, unspecified - Malignant neoplasms",C51.9,85+ years,85+,17.0,203104.0,Unreliable
5744,,New Jersey,34.0,2019.0,2019.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,65-74 years,65-74,19.0,832866.0,Unreliable
5745,,New Jersey,34.0,2019.0,2019.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,75-84 years,75-84,20.0,439565.0,4.5
5746,,New Jersey,34.0,2019.0,2019.0,Endometrium - Malignant neoplasms,C54.1,65-74 years,65-74,63.0,832866.0,7.6
5747,,New Jersey,34.0,2019.0,2019.0,Endometrium - Malignant neoplasms,C54.1,75-84 years,75-84,56.0,439565.0,12.7
5748,,New Jersey,34.0,2019.0,2019.0,Endometrium - Malignant neoplasms,C54.1,85+ years,85+,25.0,203104.0,12.3
5749,,New Jersey,34.0,2019.0,2019.0,"Malignant neoplasm of uterus, part unspecified",C55,65-74 years,65-74,58.0,832866.0,7
5750,,New Jersey,34.0,2019.0,2019.0,"Malignant neoplasm of uterus, part unspecified",C55,75-84 years,75-84,34.0,439565.0,7.7
5751,,New Jersey,34.0,2019.0,2019.0,"Malignant neoplasm of uterus, part unspecified",C55,85+ years,85+,30.0,203104.0,14.8
5752,,New Jersey,34.0,2019.0,2019.0,Malignant neoplasm of ovary,C56,65-74 years,65-74,111.0,832866.0,13.3
5753,,New Jersey,34.0,2019.0,2019.0,Malignant neoplasm of ovary,C56,75-84 years,75-84,91.0,439565.0,20.7
5754,,New Jersey,34.0,2019.0,2019.0,Malignant neoplasm of ovary,C56,85+ years,85+,56.0,203104.0,27.6
5755,,New Jersey,34.0,2019.0,2019.0,Malignant neoplasm of prostate,C61,65-74 years,65-74,163.0,832866.0,19.6
5756,,New Jersey,34.0,2019.0,2019.0,Malignant neoplasm of prostate,C61,75-84 years,75-84,238.0,439565.0,54.1
5757,,New Jersey,34.0,2019.0,2019.0,Malignant neoplasm of prostate,C61,85+ years,85+,258.0,203104.0,127
5758,,New Jersey,34.0,2019.0,2019.0,"Malignant neoplasm of kidney, except renal pelvis",C64,65-74 years,65-74,79.0,832866.0,9.5
5759,,New Jersey,34.0,2019.0,2019.0,"Malignant neoplasm of kidney, except renal pelvis",C64,75-84 years,75-84,86.0,439565.0,19.6
5760,,New Jersey,34.0,2019.0,2019.0,"Malignant neoplasm of kidney, except renal pelvis",C64,85+ years,85+,53.0,203104.0,26.1
5761,,New Jersey,34.0,2019.0,2019.0,"Bladder, unspecified - Malignant neoplasms",C67.9,65-74 years,65-74,119.0,832866.0,14.3
5762,,New Jersey,34.0,2019.0,2019.0,"Bladder, unspecified - Malignant neoplasms",C67.9,75-84 years,75-84,165.0,439565.0,37.5
5763,,New Jersey,34.0,2019.0,2019.0,"Bladder, unspecified - Malignant neoplasms",C67.9,85+ years,85+,179.0,203104.0,88.1
5764,,New Jersey,34.0,2019.0,2019.0,"Brain, unspecified - Malignant neoplasms",C71.9,65-74 years,65-74,125.0,832866.0,15
5765,,New Jersey,34.0,2019.0,2019.0,"Brain, unspecified - Malignant neoplasms",C71.9,75-84 years,75-84,88.0,439565.0,20
5766,,New Jersey,34.0,2019.0,2019.0,"Brain, unspecified - Malignant neoplasms",C71.9,85+ years,85+,35.0,203104.0,17.2
5767,,New Jersey,34.0,2019.0,2019.0,Malignant neoplasm of thyroid gland,C73,65-74 years,65-74,17.0,832866.0,Unreliable
5768,,New Jersey,34.0,2019.0,2019.0,Malignant neoplasm of thyroid gland,C73,75-84 years,75-84,15.0,439565.0,Unreliable
5769,,New Jersey,34.0,2019.0,2019.0,Malignant neoplasm of thyroid gland,C73,85+ years,85+,14.0,203104.0,Unreliable
5770,,New Jersey,34.0,2019.0,2019.0,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,65-74 years,65-74,22.0,832866.0,2.6
5771,,New Jersey,34.0,2019.0,2019.0,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,75-84 years,75-84,23.0,439565.0,5.2
5772,,New Jersey,34.0,2019.0,2019.0,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,85+ years,85+,14.0,203104.0,Unreliable
5773,,New Jersey,34.0,2019.0,2019.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,65-74 years,65-74,23.0,832866.0,2.8
5774,,New Jersey,34.0,2019.0,2019.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,75-84 years,75-84,10.0,439565.0,Unreliable
5775,,New Jersey,34.0,2019.0,2019.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,85+ years,85+,14.0,203104.0,Unreliable
5776,,New Jersey,34.0,2019.0,2019.0,Malignant neoplasm without specification of site,C80,65-74 years,65-74,222.0,832866.0,26.7
5777,,New Jersey,34.0,2019.0,2019.0,Malignant neoplasm without specification of site,C80,75-84 years,75-84,239.0,439565.0,54.4
5778,,New Jersey,34.0,2019.0,2019.0,Malignant neoplasm without specification of site,C80,85+ years,85+,209.0,203104.0,102.9
5779,,New Jersey,34.0,2019.0,2019.0,Non-Hodgkin lymphoma large cell (diffuse),C83.3,65-74 years,65-74,24.0,832866.0,2.9
5780,,New Jersey,34.0,2019.0,2019.0,Non-Hodgkin lymphoma large cell (diffuse),C83.3,75-84 years,75-84,25.0,439565.0,5.7
5781,,New Jersey,34.0,2019.0,2019.0,Non-Hodgkin lymphoma large cell (diffuse),C83.3,85+ years,85+,13.0,203104.0,Unreliable
5782,,New Jersey,34.0,2019.0,2019.0,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,65-74 years,65-74,15.0,832866.0,Unreliable
5783,,New Jersey,34.0,2019.0,2019.0,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,75-84 years,75-84,19.0,439565.0,Unreliable
5784,,New Jersey,34.0,2019.0,2019.0,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,85+ years,85+,23.0,203104.0,11.3
5785,,New Jersey,34.0,2019.0,2019.0,"Non-Hodgkin lymphoma, unspecified type",C85.9,65-74 years,65-74,65.0,832866.0,7.8
5786,,New Jersey,34.0,2019.0,2019.0,"Non-Hodgkin lymphoma, unspecified type",C85.9,75-84 years,75-84,83.0,439565.0,18.9
5787,,New Jersey,34.0,2019.0,2019.0,"Non-Hodgkin lymphoma, unspecified type",C85.9,85+ years,85+,92.0,203104.0,45.3
5788,,New Jersey,34.0,2019.0,2019.0,Multiple myeloma - Malignant neoplasms,C90.0,65-74 years,65-74,99.0,832866.0,11.9
5789,,New Jersey,34.0,2019.0,2019.0,Multiple myeloma - Malignant neoplasms,C90.0,75-84 years,75-84,105.0,439565.0,23.9
5790,,New Jersey,34.0,2019.0,2019.0,Multiple myeloma - Malignant neoplasms,C90.0,85+ years,85+,72.0,203104.0,35.4
5791,,New Jersey,34.0,2019.0,2019.0,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,65-74 years,65-74,13.0,832866.0,Unreliable
5792,,New Jersey,34.0,2019.0,2019.0,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,75-84 years,75-84,39.0,439565.0,8.9
5793,,New Jersey,34.0,2019.0,2019.0,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,85+ years,85+,50.0,203104.0,24.6
5794,,New Jersey,34.0,2019.0,2019.0,Acute myeloid leukaemia - Malignant neoplasms,C92.0,65-74 years,65-74,79.0,832866.0,9.5
5795,,New Jersey,34.0,2019.0,2019.0,Acute myeloid leukaemia - Malignant neoplasms,C92.0,75-84 years,75-84,89.0,439565.0,20.2
5796,,New Jersey,34.0,2019.0,2019.0,Acute myeloid leukaemia - Malignant neoplasms,C92.0,85+ years,85+,38.0,203104.0,18.7
5797,,New Jersey,34.0,2019.0,2019.0,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,65-74 years,65-74,11.0,832866.0,Unreliable
5798,,New Jersey,34.0,2019.0,2019.0,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,75-84 years,75-84,12.0,439565.0,Unreliable
5799,,New Jersey,34.0,2019.0,2019.0,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,85+ years,85+,15.0,203104.0,Unreliable
5800,,New Jersey,34.0,2019.0,2019.0,"Leukaemia, unspecified - Malignant neoplasms",C95.9,65-74 years,65-74,14.0,832866.0,Unreliable
5801,,New Jersey,34.0,2019.0,2019.0,"Leukaemia, unspecified - Malignant neoplasms",C95.9,75-84 years,75-84,22.0,439565.0,5
5802,,New Jersey,34.0,2019.0,2019.0,"Leukaemia, unspecified - Malignant neoplasms",C95.9,85+ years,85+,30.0,203104.0,14.8
5803,,New Jersey,34.0,2019.0,2019.0,Malignant neoplasms of independent (primary) multiple sites,C97,65-74 years,65-74,33.0,832866.0,4
5804,,New Jersey,34.0,2019.0,2019.0,Malignant neoplasms of independent (primary) multiple sites,C97,75-84 years,75-84,54.0,439565.0,12.3
5805,,New Jersey,34.0,2019.0,2019.0,Malignant neoplasms of independent (primary) multiple sites,C97,85+ years,85+,28.0,203104.0,13.8
5806,,New Jersey,34.0,2019.0,2019.0,"Trachea, bronchus and lung - Uncertain neoplasms",D38.1,85+ years,85+,10.0,203104.0,Unreliable
5807,,New Jersey,34.0,2019.0,2019.0,"Brain, unspecified - Uncertain neoplasms",D43.2,65-74 years,65-74,12.0,832866.0,Unreliable
5808,,New Jersey,34.0,2019.0,2019.0,"Brain, unspecified - Uncertain neoplasms",D43.2,75-84 years,75-84,11.0,439565.0,Unreliable
5809,,New Jersey,34.0,2019.0,2019.0,"Brain, unspecified - Uncertain neoplasms",D43.2,85+ years,85+,19.0,203104.0,Unreliable
5810,,New Jersey,34.0,2019.0,2019.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,65-74 years,65-74,26.0,832866.0,3.1
5811,,New Jersey,34.0,2019.0,2019.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,75-84 years,75-84,62.0,439565.0,14.1
5812,,New Jersey,34.0,2019.0,2019.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,85+ years,85+,80.0,203104.0,39.4
5813,,New Jersey,34.0,2019.0,2019.0,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,65-74 years,65-74,12.0,832866.0,Unreliable
5814,,New Jersey,34.0,2019.0,2019.0,Connective and other soft tissue - Uncertain neoplasms,D48.1,75-84 years,75-84,11.0,439565.0,Unreliable
5815,,New Jersey,34.0,2020.0,2020.0,"Tongue, unspecified - Malignant neoplasms",C02.9,65-74 years,65-74,14.0,859409.0,Unreliable
5816,,New Jersey,34.0,2020.0,2020.0,"Tongue, unspecified - Malignant neoplasms",C02.9,75-84 years,75-84,10.0,449250.0,Unreliable
5817,,New Jersey,34.0,2020.0,2020.0,"Oesophagus, unspecified - Malignant neoplasms",C15.9,65-74 years,65-74,124.0,859409.0,14.4
5818,,New Jersey,34.0,2020.0,2020.0,"Oesophagus, unspecified - Malignant neoplasms",C15.9,75-84 years,75-84,85.0,449250.0,18.9
5819,,New Jersey,34.0,2020.0,2020.0,"Oesophagus, unspecified - Malignant neoplasms",C15.9,85+ years,85+,48.0,201369.0,23.8
5820,,New Jersey,34.0,2020.0,2020.0,"Stomach, unspecified - Malignant neoplasms",C16.9,65-74 years,65-74,69.0,859409.0,8
5821,,New Jersey,34.0,2020.0,2020.0,"Stomach, unspecified - Malignant neoplasms",C16.9,75-84 years,75-84,71.0,449250.0,15.8
5822,,New Jersey,34.0,2020.0,2020.0,"Stomach, unspecified - Malignant neoplasms",C16.9,85+ years,85+,67.0,201369.0,33.3
5823,,New Jersey,34.0,2020.0,2020.0,"Colon, unspecified - Malignant neoplasms",C18.9,65-74 years,65-74,231.0,859409.0,26.9
5824,,New Jersey,34.0,2020.0,2020.0,"Colon, unspecified - Malignant neoplasms",C18.9,75-84 years,75-84,259.0,449250.0,57.7
5825,,New Jersey,34.0,2020.0,2020.0,"Colon, unspecified - Malignant neoplasms",C18.9,85+ years,85+,247.0,201369.0,122.7
5826,,New Jersey,34.0,2020.0,2020.0,Malignant neoplasm of rectosigmoid junction,C19,65-74 years,65-74,24.0,859409.0,2.8
5827,,New Jersey,34.0,2020.0,2020.0,Malignant neoplasm of rectosigmoid junction,C19,75-84 years,75-84,12.0,449250.0,Unreliable
5828,,New Jersey,34.0,2020.0,2020.0,Malignant neoplasm of rectosigmoid junction,C19,85+ years,85+,17.0,201369.0,Unreliable
5829,,New Jersey,34.0,2020.0,2020.0,Malignant neoplasm of rectum,C20,65-74 years,65-74,39.0,859409.0,4.5
5830,,New Jersey,34.0,2020.0,2020.0,Malignant neoplasm of rectum,C20,75-84 years,75-84,45.0,449250.0,10
5831,,New Jersey,34.0,2020.0,2020.0,Malignant neoplasm of rectum,C20,85+ years,85+,49.0,201369.0,24.3
5832,,New Jersey,34.0,2020.0,2020.0,Liver cell carcinoma - Malignant neoplasms,C22.0,65-74 years,65-74,73.0,859409.0,8.5
5833,,New Jersey,34.0,2020.0,2020.0,Liver cell carcinoma - Malignant neoplasms,C22.0,75-84 years,75-84,55.0,449250.0,12.2
5834,,New Jersey,34.0,2020.0,2020.0,Liver cell carcinoma - Malignant neoplasms,C22.0,85+ years,85+,19.0,201369.0,Unreliable
5835,,New Jersey,34.0,2020.0,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,65-74 years,65-74,66.0,859409.0,7.7
5836,,New Jersey,34.0,2020.0,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,75-84 years,75-84,54.0,449250.0,12
5837,,New Jersey,34.0,2020.0,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,85+ years,85+,22.0,201369.0,10.9
5838,,New Jersey,34.0,2020.0,2020.0,"Liver, unspecified - Malignant neoplasms",C22.9,65-74 years,65-74,71.0,859409.0,8.3
5839,,New Jersey,34.0,2020.0,2020.0,"Liver, unspecified - Malignant neoplasms",C22.9,75-84 years,75-84,54.0,449250.0,12
5840,,New Jersey,34.0,2020.0,2020.0,"Liver, unspecified - Malignant neoplasms",C22.9,85+ years,85+,45.0,201369.0,22.3
5841,,New Jersey,34.0,2020.0,2020.0,Malignant neoplasm of gallbladder,C23,65-74 years,65-74,15.0,859409.0,Unreliable
5842,,New Jersey,34.0,2020.0,2020.0,Malignant neoplasm of gallbladder,C23,75-84 years,75-84,16.0,449250.0,Unreliable
5843,,New Jersey,34.0,2020.0,2020.0,Malignant neoplasm of gallbladder,C23,85+ years,85+,11.0,201369.0,Unreliable
5844,,New Jersey,34.0,2020.0,2020.0,Extrahepatic bile duct - Malignant neoplasms,C24.0,75-84 years,75-84,13.0,449250.0,Unreliable
5845,,New Jersey,34.0,2020.0,2020.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,65-74 years,65-74,411.0,859409.0,47.8
5846,,New Jersey,34.0,2020.0,2020.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,75-84 years,75-84,378.0,449250.0,84.1
5847,,New Jersey,34.0,2020.0,2020.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,85+ years,85+,237.0,201369.0,117.7
5848,,New Jersey,34.0,2020.0,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,85+ years,85+,12.0,201369.0,Unreliable
5849,,New Jersey,34.0,2020.0,2020.0,"Larynx, unspecified - Malignant neoplasms",C32.9,65-74 years,65-74,32.0,859409.0,3.7
5850,,New Jersey,34.0,2020.0,2020.0,"Larynx, unspecified - Malignant neoplasms",C32.9,75-84 years,75-84,13.0,449250.0,Unreliable
5851,,New Jersey,34.0,2020.0,2020.0,"Larynx, unspecified - Malignant neoplasms",C32.9,85+ years,85+,14.0,201369.0,Unreliable
5852,,New Jersey,34.0,2020.0,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,65-74 years,65-74,952.0,859409.0,110.8
5853,,New Jersey,34.0,2020.0,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,75-84 years,75-84,970.0,449250.0,215.9
5854,,New Jersey,34.0,2020.0,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,85+ years,85+,525.0,201369.0,260.7
5855,,New Jersey,34.0,2020.0,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,65-74 years,65-74,53.0,859409.0,6.2
5856,,New Jersey,34.0,2020.0,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,75-84 years,75-84,69.0,449250.0,15.4
5857,,New Jersey,34.0,2020.0,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,85+ years,85+,43.0,201369.0,21.4
5858,,New Jersey,34.0,2020.0,2020.0,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,75-84 years,75-84,14.0,449250.0,Unreliable
5859,,New Jersey,34.0,2020.0,2020.0,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,85+ years,85+,24.0,201369.0,11.9
5860,,New Jersey,34.0,2020.0,2020.0,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,65-74 years,65-74,16.0,859409.0,Unreliable
5861,,New Jersey,34.0,2020.0,2020.0,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,75-84 years,75-84,24.0,449250.0,5.3
5862,,New Jersey,34.0,2020.0,2020.0,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,85+ years,85+,13.0,201369.0,Unreliable
5863,,New Jersey,34.0,2020.0,2020.0,"Peritoneum, unspecified - Malignant neoplasms",C48.2,65-74 years,65-74,14.0,859409.0,Unreliable
5864,,New Jersey,34.0,2020.0,2020.0,"Peritoneum, unspecified - Malignant neoplasms",C48.2,75-84 years,75-84,11.0,449250.0,Unreliable
5865,,New Jersey,34.0,2020.0,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,65-74 years,65-74,21.0,859409.0,2.4
5866,,New Jersey,34.0,2020.0,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,75-84 years,75-84,24.0,449250.0,5.3
5867,,New Jersey,34.0,2020.0,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,85+ years,85+,15.0,201369.0,Unreliable
5868,,New Jersey,34.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,65-74 years,65-74,311.0,859409.0,36.2
5869,,New Jersey,34.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,75-84 years,75-84,265.0,449250.0,59
5870,,New Jersey,34.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,85+ years,85+,239.0,201369.0,118.7
5871,,New Jersey,34.0,2020.0,2020.0,"Vulva, unspecified - Malignant neoplasms",C51.9,65-74 years,65-74,12.0,859409.0,Unreliable
5872,,New Jersey,34.0,2020.0,2020.0,"Vulva, unspecified - Malignant neoplasms",C51.9,75-84 years,75-84,12.0,449250.0,Unreliable
5873,,New Jersey,34.0,2020.0,2020.0,"Vulva, unspecified - Malignant neoplasms",C51.9,85+ years,85+,10.0,201369.0,Unreliable
5874,,New Jersey,34.0,2020.0,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,65-74 years,65-74,14.0,859409.0,Unreliable
5875,,New Jersey,34.0,2020.0,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,75-84 years,75-84,18.0,449250.0,Unreliable
5876,,New Jersey,34.0,2020.0,2020.0,Endometrium - Malignant neoplasms,C54.1,65-74 years,65-74,69.0,859409.0,8
5877,,New Jersey,34.0,2020.0,2020.0,Endometrium - Malignant neoplasms,C54.1,75-84 years,75-84,48.0,449250.0,10.7
5878,,New Jersey,34.0,2020.0,2020.0,Endometrium - Malignant neoplasms,C54.1,85+ years,85+,28.0,201369.0,13.9
5879,,New Jersey,34.0,2020.0,2020.0,"Malignant neoplasm of uterus, part unspecified",C55,65-74 years,65-74,47.0,859409.0,5.5
5880,,New Jersey,34.0,2020.0,2020.0,"Malignant neoplasm of uterus, part unspecified",C55,75-84 years,75-84,48.0,449250.0,10.7
5881,,New Jersey,34.0,2020.0,2020.0,"Malignant neoplasm of uterus, part unspecified",C55,85+ years,85+,23.0,201369.0,11.4
5882,,New Jersey,34.0,2020.0,2020.0,Malignant neoplasm of ovary,C56,65-74 years,65-74,103.0,859409.0,12
5883,,New Jersey,34.0,2020.0,2020.0,Malignant neoplasm of ovary,C56,75-84 years,75-84,113.0,449250.0,25.2
5884,,New Jersey,34.0,2020.0,2020.0,Malignant neoplasm of ovary,C56,85+ years,85+,60.0,201369.0,29.8
5885,,New Jersey,34.0,2020.0,2020.0,Malignant neoplasm of prostate,C61,65-74 years,65-74,198.0,859409.0,23
5886,,New Jersey,34.0,2020.0,2020.0,Malignant neoplasm of prostate,C61,75-84 years,75-84,232.0,449250.0,51.6
5887,,New Jersey,34.0,2020.0,2020.0,Malignant neoplasm of prostate,C61,85+ years,85+,278.0,201369.0,138.1
5888,,New Jersey,34.0,2020.0,2020.0,"Malignant neoplasm of kidney, except renal pelvis",C64,65-74 years,65-74,91.0,859409.0,10.6
5889,,New Jersey,34.0,2020.0,2020.0,"Malignant neoplasm of kidney, except renal pelvis",C64,75-84 years,75-84,74.0,449250.0,16.5
5890,,New Jersey,34.0,2020.0,2020.0,"Malignant neoplasm of kidney, except renal pelvis",C64,85+ years,85+,51.0,201369.0,25.3
5891,,New Jersey,34.0,2020.0,2020.0,"Bladder, unspecified - Malignant neoplasms",C67.9,65-74 years,65-74,109.0,859409.0,12.7
5892,,New Jersey,34.0,2020.0,2020.0,"Bladder, unspecified - Malignant neoplasms",C67.9,75-84 years,75-84,143.0,449250.0,31.8
5893,,New Jersey,34.0,2020.0,2020.0,"Bladder, unspecified - Malignant neoplasms",C67.9,85+ years,85+,150.0,201369.0,74.5
5894,,New Jersey,34.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,65-74 years,65-74,132.0,859409.0,15.4
5895,,New Jersey,34.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,75-84 years,75-84,86.0,449250.0,19.1
5896,,New Jersey,34.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,85+ years,85+,38.0,201369.0,18.9
5897,,New Jersey,34.0,2020.0,2020.0,Malignant neoplasm of thyroid gland,C73,65-74 years,65-74,15.0,859409.0,Unreliable
5898,,New Jersey,34.0,2020.0,2020.0,Malignant neoplasm of thyroid gland,C73,75-84 years,75-84,19.0,449250.0,Unreliable
5899,,New Jersey,34.0,2020.0,2020.0,Malignant neoplasm of thyroid gland,C73,85+ years,85+,11.0,201369.0,Unreliable
5900,,New Jersey,34.0,2020.0,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,65-74 years,65-74,16.0,859409.0,Unreliable
5901,,New Jersey,34.0,2020.0,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,75-84 years,75-84,11.0,449250.0,Unreliable
5902,,New Jersey,34.0,2020.0,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,85+ years,85+,15.0,201369.0,Unreliable
5903,,New Jersey,34.0,2020.0,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,65-74 years,65-74,29.0,859409.0,3.4
5904,,New Jersey,34.0,2020.0,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,75-84 years,75-84,17.0,449250.0,Unreliable
5905,,New Jersey,34.0,2020.0,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,85+ years,85+,11.0,201369.0,Unreliable
